,,,,,,,Daily Price Arrival Report-30-11-2025 to 10-06-2026 for Multiple States,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,601.00","2,586.00","2,327.00",Rs./Quintal,"1,182.40",Metric Tonnes,11-05-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,731.00","2,859.00","2,506.00",Rs./Quintal,91.30,Metric Tonnes,10-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,681.00","2,849.00","2,359.00",Rs./Quintal,163.30,Metric Tonnes,09-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,919.00","1,919.00","1,919.00",Rs./Quintal,1.60,Metric Tonnes,09-04-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,689.00","2,806.00","2,639.00",Rs./Quintal,299.00,Metric Tonnes,08-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,689.00","2,529.00","2,389.00",Rs./Quintal,619.60,Metric Tonnes,07-05-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,601.00","2,499.00","2,409.00",Rs./Quintal,606.30,Metric Tonnes,06-05-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,620.00","3,012.00","2,589.00",Rs./Quintal,220.80,Metric Tonnes,05-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,605.00","2,559.00","1,960.00",Rs./Quintal,524.60,Metric Tonnes,05-05-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,620.00","2,970.00","2,429.00",Rs./Quintal,371.60,Metric Tonnes,04-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,601.00","2,529.00","2,459.00",Rs./Quintal,613.00,Metric Tonnes,04-05-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Other,Local,"1,601.00","2,949.00","2,499.00",Rs./Quintal,378.10,Metric Tonnes,03-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,629.00","2,921.00","2,389.00",Rs./Quintal,384.00,Metric Tonnes,02-06-2026
Telangana,Mahbubnagar,Badepally APMC,Cereals,Paddy(Common),Paddy,Local,"1,629.00","2,889.00","2,309.00",Rs./Quintal,870.10,Metric Tonnes,01-06-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,161.00","2,286.00","2,223.00",Rs./Quintal,10.60,Metric Tonnes,31-03-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,740.00","1,740.00","1,740.00",Rs./Quintal,7.80,Metric Tonnes,30-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,551.00","2,551.00","2,551.00",Rs./Quintal,0.50,Metric Tonnes,30-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,709.00","1,820.00","1,765.00",Rs./Quintal,15.90,Metric Tonnes,30-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,949.00","2,319.00","2,134.00",Rs./Quintal,110.50,Metric Tonnes,30-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,609.00","2,609.00","2,609.00",Rs./Quintal,0.50,Metric Tonnes,29-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,350.00","2,350.00","2,350.00",Rs./Quintal,1.00,Metric Tonnes,29-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,701.00","1,789.00","1,745.00",Rs./Quintal,5.50,Metric Tonnes,29-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,951.00","2,351.00","2,151.00",Rs./Quintal,119.50,Metric Tonnes,29-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,756.00","1,821.00","1,789.00",Rs./Quintal,10.80,Metric Tonnes,28-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,929.00","2,323.00","2,129.00",Rs./Quintal,163.60,Metric Tonnes,28-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,859.00","2,025.00","1,942.00",Rs./Quintal,4.70,Metric Tonnes,27-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,439.00","2,679.00","2,559.00",Rs./Quintal,4.50,Metric Tonnes,27-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,719.00","1,800.00","1,760.00",Rs./Quintal,20.80,Metric Tonnes,27-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,959.00","2,229.00","2,094.00",Rs./Quintal,277.30,Metric Tonnes,27-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,259.00","2,419.00","2,339.00",Rs./Quintal,4.60,Metric Tonnes,26-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,859.00","2,859.00","2,859.00",Rs./Quintal,4.20,Metric Tonnes,26-03-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,209.00","2,286.00","2,248.00",Rs./Quintal,4.20,Metric Tonnes,25-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,701.00","1,820.00","1,761.00",Rs./Quintal,1.80,Metric Tonnes,25-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,909.00","2,229.00","2,069.00",Rs./Quintal,177.60,Metric Tonnes,25-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,672.00","2,722.00","2,697.00",Rs./Quintal,2.20,Metric Tonnes,24-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,729.00","1,741.00","1,735.00",Rs./Quintal,6.90,Metric Tonnes,24-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,925.00","2,217.00","2,071.00",Rs./Quintal,182.40,Metric Tonnes,24-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Sona,Local,"2,109.00","2,109.00","2,109.00",Rs./Quintal,1.50,Metric Tonnes,24-03-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"2,022.00","2,022.00","2,022.00",Rs./Quintal,0.60,Metric Tonnes,23-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,702.00","2,725.00","2,714.00",Rs./Quintal,3.10,Metric Tonnes,23-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,179.00","2,501.00","2,340.00",Rs./Quintal,13.50,Metric Tonnes,23-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,719.00","1,741.00","1,730.00",Rs./Quintal,15.20,Metric Tonnes,23-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,980.00","2,113.00","2,057.00",Rs./Quintal,185.00,Metric Tonnes,23-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,409.00","2,705.00","2,557.00",Rs./Quintal,7.70,Metric Tonnes,22-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,203.00","2,319.00","2,261.00",Rs./Quintal,1.90,Metric Tonnes,22-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,729.00","1,729.00","1,729.00",Rs./Quintal,3.60,Metric Tonnes,22-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,900.00","2,159.00","2,031.00",Rs./Quintal,215.90,Metric Tonnes,22-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,101.00","2,104.00","2,102.00",Rs./Quintal,2.20,Metric Tonnes,21-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,750.00","1,725.00",Rs./Quintal,10.30,Metric Tonnes,21-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,950.00","2,407.00","2,179.00",Rs./Quintal,253.90,Metric Tonnes,21-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,309.00","2,309.00","2,309.00",Rs./Quintal,0.60,Metric Tonnes,21-01-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,769.00","1,769.00","1,769.00",Rs./Quintal,0.90,Metric Tonnes,20-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,969.00","2,369.00","2,169.00",Rs./Quintal,7.40,Metric Tonnes,20-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,600.00","1,739.00","1,670.00",Rs./Quintal,14.80,Metric Tonnes,20-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Sona,Local,"1,980.00","2,300.00","2,140.00",Rs./Quintal,230.00,Metric Tonnes,20-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,920.00","1,980.00","1,950.00",Rs./Quintal,1.50,Metric Tonnes,19-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,769.00","1,769.00","1,769.00",Rs./Quintal,0.60,Metric Tonnes,19-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,149.00","2,411.00","2,280.00",Rs./Quintal,3.70,Metric Tonnes,19-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,426.00","2,609.00","2,518.00",Rs./Quintal,2.10,Metric Tonnes,18-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,709.00","1,705.00",Rs./Quintal,1.50,Metric Tonnes,18-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,009.00","2,409.00","2,209.00",Rs./Quintal,24.50,Metric Tonnes,18-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,609.00","1,729.00","1,669.00",Rs./Quintal,12.60,Metric Tonnes,18-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,961.00","2,117.00","2,039.00",Rs./Quintal,217.70,Metric Tonnes,18-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,401.00","2,681.00","2,541.00",Rs./Quintal,13.50,Metric Tonnes,17-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"2,009.00","2,009.00","2,009.00",Rs./Quintal,1.80,Metric Tonnes,16-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,406.00","2,673.00","2,540.00",Rs./Quintal,9.70,Metric Tonnes,16-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,601.00","1,729.00","1,665.00",Rs./Quintal,21.40,Metric Tonnes,16-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,987.00","2,137.00","2,062.00",Rs./Quintal,229.90,Metric Tonnes,16-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,401.00","2,669.00","2,535.00",Rs./Quintal,8.50,Metric Tonnes,15-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,809.00","1,755.00",Rs./Quintal,2.30,Metric Tonnes,15-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,100.00","2,429.00","2,265.00",Rs./Quintal,17.40,Metric Tonnes,15-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,851.00","1,776.00",Rs./Quintal,18.00,Metric Tonnes,15-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Sona,Local,"1,919.00","2,127.00","2,023.00",Rs./Quintal,344.80,Metric Tonnes,15-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,329.00","2,415.00","2,372.00",Rs./Quintal,5.10,Metric Tonnes,14-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,163.00","2,413.00","2,288.00",Rs./Quintal,12.40,Metric Tonnes,13-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,906.00","2,150.00","2,033.00",Rs./Quintal,246.80,Metric Tonnes,13-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,701.00","1,801.00","1,751.00",Rs./Quintal,4.40,Metric Tonnes,12-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,100.00","2,411.00","2,256.00",Rs./Quintal,12.50,Metric Tonnes,12-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,450.00","2,450.00","2,450.00",Rs./Quintal,1.10,Metric Tonnes,12-01-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,970.00","1,970.00","1,970.00",Rs./Quintal,3.00,Metric Tonnes,11-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,609.00","2,659.00","2,634.00",Rs./Quintal,6.40,Metric Tonnes,11-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,769.00","1,735.00",Rs./Quintal,4.50,Metric Tonnes,11-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,069.00","2,409.00","2,239.00",Rs./Quintal,31.80,Metric Tonnes,11-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,700.00","1,700.00",Rs./Quintal,8.00,Metric Tonnes,11-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,059.00","2,421.00","2,240.00",Rs./Quintal,8.00,Metric Tonnes,11-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,953.00","1,961.00","1,957.00",Rs./Quintal,2.90,Metric Tonnes,10-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,350.00","2,659.00","2,505.00",Rs./Quintal,16.10,Metric Tonnes,10-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,650.00","1,759.00","1,704.00",Rs./Quintal,24.60,Metric Tonnes,10-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,019.00","2,225.00","2,122.00",Rs./Quintal,150.00,Metric Tonnes,10-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,309.00","2,659.00","2,484.00",Rs./Quintal,7.60,Metric Tonnes,09-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,769.00","1,771.00","1,770.00",Rs./Quintal,4.80,Metric Tonnes,09-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,096.00","2,402.00","2,249.00",Rs./Quintal,25.10,Metric Tonnes,09-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,729.00","1,783.00","1,756.00",Rs./Quintal,15.60,Metric Tonnes,09-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,125.00","2,239.00","2,182.00",Rs./Quintal,99.30,Metric Tonnes,09-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,859.00","1,950.00","1,904.00",Rs./Quintal,1.50,Metric Tonnes,08-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,301.00","2,702.00","2,501.00",Rs./Quintal,25.10,Metric Tonnes,08-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,789.00","1,789.00","1,789.00",Rs./Quintal,2.70,Metric Tonnes,08-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,109.00","2,381.00","2,245.00",Rs./Quintal,31.30,Metric Tonnes,08-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,779.00","1,809.00","1,794.00",Rs./Quintal,14.30,Metric Tonnes,08-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,152.00","2,250.00","2,201.00",Rs./Quintal,48.70,Metric Tonnes,08-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,619.00","1,779.00","1,699.00",Rs./Quintal,1.20,Metric Tonnes,07-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,070.00","2,381.00","2,225.00",Rs./Quintal,37.80,Metric Tonnes,07-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,779.00","1,779.00","1,779.00",Rs./Quintal,11.40,Metric Tonnes,07-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,089.00","2,243.00","2,166.00",Rs./Quintal,35.60,Metric Tonnes,07-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,129.00","2,671.00","2,400.00",Rs./Quintal,48.60,Metric Tonnes,06-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,758.00","1,803.00","1,781.00",Rs./Quintal,7.80,Metric Tonnes,06-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,065.00","2,401.00","2,233.00",Rs./Quintal,39.40,Metric Tonnes,06-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,719.00","1,779.00","1,749.00",Rs./Quintal,12.90,Metric Tonnes,06-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,159.00","2,239.00","2,199.00",Rs./Quintal,87.30,Metric Tonnes,06-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,721.00","1,829.00","1,775.00",Rs./Quintal,10.40,Metric Tonnes,05-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,072.00","2,359.00","2,216.00",Rs./Quintal,61.50,Metric Tonnes,05-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,630.00","2,630.00","2,630.00",Rs./Quintal,1.50,Metric Tonnes,05-01-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,701.00","1,809.00","1,755.00",Rs./Quintal,18.30,Metric Tonnes,04-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,001.00","2,359.00","2,180.00",Rs./Quintal,83.00,Metric Tonnes,04-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,700.00","1,760.00","1,730.00",Rs./Quintal,3.60,Metric Tonnes,04-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,179.00","2,232.00","2,206.00",Rs./Quintal,17.00,Metric Tonnes,04-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,059.00","2,702.00","2,381.00",Rs./Quintal,40.90,Metric Tonnes,03-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,500.00","2,692.00","2,596.00",Rs./Quintal,36.20,Metric Tonnes,02-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"1,739.00","1,771.00","1,755.00",Rs./Quintal,14.60,Metric Tonnes,02-05-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,751.00","1,751.00","1,751.00",Rs./Quintal,1.20,Metric Tonnes,02-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,229.00","2,229.00","2,229.00",Rs./Quintal,6.90,Metric Tonnes,02-04-2026
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,749.00","1,952.00","1,851.00",Rs./Quintal,10.90,Metric Tonnes,01-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Paddy,Local,"2,089.00","2,669.00","2,379.00",Rs./Quintal,77.00,Metric Tonnes,01-12-2025
Telangana,Mahbubnagar,Devarakadra APMC,Cereals,Paddy(Common),Hansa,Local,"1,751.00","1,751.00","1,751.00",Rs./Quintal,1.00,Metric Tonnes,01-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,729.00","2,136.00","1,919.00",Rs./Quintal,201.80,Metric Tonnes,30-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,212.00","2,212.00","2,212.00",Rs./Quintal,0.80,Metric Tonnes,30-03-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,146.00","2,509.00","2,249.00",Rs./Quintal,5.20,Metric Tonnes,29-12-2025
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,088.00","2,436.00","2,168.00",Rs./Quintal,4.90,Metric Tonnes,29-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,811.00","2,176.00","2,026.00",Rs./Quintal,132.00,Metric Tonnes,29-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,566.00","2,239.00","2,059.00",Rs./Quintal,223.60,Metric Tonnes,28-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,700.00","1,700.00","1,700.00",Rs./Quintal,2.60,Metric Tonnes,28-03-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,161.00","2,379.00","2,284.00",Rs./Quintal,7.80,Metric Tonnes,27-12-2025
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,631.00","2,312.00","2,166.00",Rs./Quintal,301.00,Metric Tonnes,27-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,119.00","2,119.00","2,119.00",Rs./Quintal,16.00,Metric Tonnes,27-01-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,550.00","2,370.00","2,188.00",Rs./Quintal,65.00,Metric Tonnes,26-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,919.00","1,919.00","1,919.00",Rs./Quintal,0.50,Metric Tonnes,26-03-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,619.00","2,491.00","2,176.00",Rs./Quintal,21.30,Metric Tonnes,25-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,771.00","2,306.00","2,009.00",Rs./Quintal,211.90,Metric Tonnes,25-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,071.00","2,539.00","2,188.00",Rs./Quintal,9.90,Metric Tonnes,24-12-2025
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,671.00","2,459.00","2,239.00",Rs./Quintal,185.60,Metric Tonnes,24-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"2,109.00","2,569.00","2,368.00",Rs./Quintal,28.60,Metric Tonnes,23-12-2025
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,860.00","2,482.00","2,482.00",Rs./Quintal,14.10,Metric Tonnes,23-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,809.00","2,308.00","2,069.00",Rs./Quintal,153.00,Metric Tonnes,23-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,968.00","2,539.00","2,539.00",Rs./Quintal,29.90,Metric Tonnes,22-12-2025
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,850.00","2,446.00","2,416.00",Rs./Quintal,27.00,Metric Tonnes,22-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,809.00","2,256.00","2,109.00",Rs./Quintal,155.00,Metric Tonnes,22-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,701.00","2,429.00","2,429.00",Rs./Quintal,16.40,Metric Tonnes,21-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,919.00","2,269.00","2,059.00",Rs./Quintal,160.40,Metric Tonnes,21-04-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,890.00","2,389.00","2,100.00",Rs./Quintal,29.50,Metric Tonnes,20-05-2026
Telangana,Mahbubnagar,Gadwal APMC,Cereals,Paddy(Common),Sona,Local,"1,709.00","2,309.00","2,086.00",Rs./Quintal,249.90,Metric Tonnes,20-04-2026
